frame,landmark0_x,landmark0_y,landmark11_x,landmark11_y,landmark12_x,landmark12_y,landmark13_x,landmark13_y,landmark14_x,landmark14_y,landmark15_x,landmark15_y,landmark16_x,landmark16_y,landmark23_x,landmark23_y,landmark24_x,landmark24_y,landmark25_x,landmark25_y,landmark26_x,landmark26_y,landmark27_x,landmark27_y,landmark28_x,landmark28_y,neck_x,neck_y,hip_x,hip_y
1,0.6199171543121338,0.6322258710861206,0.8507852554321289,0.9154216051101685,0.4589942991733551,0.9087695479393005,0.9586089253425598,1.2682914733886719,0.3907678723335266,1.270048975944519,0.9385568499565125,1.547264575958252,0.3721510171890259,1.5445164442062378,0.7899076342582703,1.5494357347488403,0.533916711807251,1.5571423768997192,0.7806347012519836,2.058666706085205,0.5460783243179321,2.0615479946136475,0.7855779528617859,2.511904239654541,0.5669485926628113,2.5096118450164795,0.654889777302742,0.9120955765247345,0.6619121730327606,1.5532890558242798
2,0.6164120435714722,0.6352679133415222,0.8517763018608093,0.916059136390686,0.4619166851043701,0.9208717346191406,0.9638535380363464,1.2569811344146729,0.3904459774494171,1.2952743768692017,0.9398880004882812,1.5409566164016724,0.3947752118110657,1.5689656734466553,0.7960838079452515,1.5757441520690918,0.5557330846786499,1.5792206525802612,0.79751056432724,2.0592236518859863,0.5736954808235168,2.0578103065490723,0.8124219179153442,2.5193636417388916,0.6040011048316956,2.510228395462036,0.6568464934825897,0.9184654355049133,0.6759084463119507,1.5774824023246765
3,0.6140447854995728,0.6360017657279968,0.8523346781730652,0.917852520942688,0.4630790650844574,0.9246588349342346,0.9711617231369019,1.2558114528656006,0.39026859402656555,1.3026847839355469,0.9399883151054382,1.5369025468826294,0.40027856826782227,1.5758863687515259,0.7977237701416016,1.5854649543762207,0.5563424825668335,1.5858819484710693,0.7978728413581848,2.074580430984497,0.573854923248291,2.0603363513946533,0.8111577033996582,2.5433156490325928,0.5980021357536316,2.523861885070801,0.6577068716287613,0.9212556779384613,0.6770331263542175,1.585673451423645
4,0.6113725900650024,0.6360145807266235,0.8543844223022461,0.919232964515686,0.46306052803993225,0.925668478012085,0.9742093086242676,1.2561146020889282,0.3836754858493805,1.3049514293670654,0.940385639667511,1.5379198789596558,0.39758819341659546,1.584803819656372,0.799065351486206,1.5927037000656128,0.5552586913108826,1.592370629310608,0.7987629175186157,2.088089942932129,0.5725213289260864,2.067636728286743,0.81340491771698,2.5650343894958496,0.5945218205451965,2.5469324588775635,0.6587224751710892,0.9224507212638855,0.6771620213985443,1.5925371646881104
5,0.6106901168823242,0.6362285614013672,0.8546918034553528,0.9196449518203735,0.4630393981933594,0.9277976751327515,0.9758086204528809,1.2551251649856567,0.37925589084625244,1.3080075979232788,0.9403706789016724,1.5343130826950073,0.3972931504249573,1.5907894372940063,0.8003904223442078,1.5982881784439087,0.5549907088279724,1.5972979068756104,0.802182674407959,2.0972275733947754,0.5754285454750061,2.0735864639282227,0.8200456500053406,2.5772578716278076,0.595749020576477,2.555560350418091,0.6588656008243561,0.9237213134765625,0.6776905655860901,1.5977930426597595
6,0.6106339693069458,0.637006938457489,0.8541563749313354,0.9196397662162781,0.463024765253067,0.9274221062660217,0.9836737513542175,1.2419193983078003,0.37639251351356506,1.3063033819198608,0.9494105577468872,1.4999977350234985,0.3996352553367615,1.5881378650665283,0.8002880811691284,1.6047134399414062,0.5541914105415344,1.6014043092727661,0.8038383722305298,2.0928127765655518,0.5735393166542053,2.059605598449707,0.8222726583480835,2.570902109146118,0.5970957279205322,2.551347255706787,0.6585905700922012,0.9235309362411499,0.6772397458553314,1.6030588746070862
7,0.6116489171981812,0.6385712027549744,0.8541486859321594,0.9196321964263916,0.46317586302757263,0.9277051091194153,0.9892585873603821,1.2368637323379517,0.3764694929122925,1.304965853691101,0.9552833437919617,1.4971832036972046,0.39855867624282837,1.5797460079193115,0.800347626209259,1.6030983924865723,0.5548794269561768,1.6011770963668823,0.8095846176147461,2.090648889541626,0.5731690526008606,2.059842586517334,0.8281956911087036,2.570598602294922,0.603603184223175,2.552114248275757,0.658662274479866,0.9236686527729034,0.6776135265827179,1.6021377444267273
8,0.6137150526046753,0.6395215392112732,0.8545954823493958,0.9197264909744263,0.46296805143356323,0.9292442798614502,0.9894624948501587,1.2368769645690918,0.3766351640224457,1.3090020418167114,0.9545549154281616,1.4990357160568237,0.40297216176986694,1.5790038108825684,0.802980899810791,1.6085814237594604,0.5569106340408325,1.6084768772125244,0.8171191215515137,2.091662645339966,0.5731762647628784,2.065563201904297,0.8347843289375305,2.5762298107147217,0.6082209348678589,2.559361696243286,0.6587817668914795,0.9244853854179382,0.6799457669258118,1.6085291504859924
9,0.6151202917098999,0.6403034329414368,0.8544106483459473,0.9197550415992737,0.462989866733551,0.929167628288269,0.9883177876472473,1.2337052822113037,0.37684309482574463,1.3083245754241943,0.9567199945449829,1.5001776218414307,0.4021799564361572,1.5783841609954834,0.8028170466423035,1.6062086820602417,0.5567280054092407,1.606853723526001,0.8153038024902344,2.100496530532837,0.5758301615715027,2.0818231105804443,0.8328682780265808,2.5906107425689697,0.6070924997329712,2.5765271186828613,0.6587002575397491,0.9244613349437714,0.6797725260257721,1.6065312027931213
10,0.6154888272285461,0.6406606435775757,0.853541374206543,0.9195706844329834,0.46304941177368164,0.9290159940719604,0.9875344038009644,1.2292622327804565,0.3766840100288391,1.3078484535217285,0.9580991864204407,1.4972251653671265,0.400022029876709,1.5778785943984985,0.8005688786506653,1.604779601097107,0.5561355948448181,1.6055934429168701,0.8127171397209167,2.1031901836395264,0.5752085447311401,2.087433338165283,0.8313037753105164,2.596280813217163,0.6057532429695129,2.5825560092926025,0.6582953929901123,0.9242933392524719,0.6783522367477417,1.6051865220069885
11,0.616017758846283,0.6409180760383606,0.8520225286483765,0.9190638065338135,0.4630405306816101,0.9277375340461731,0.9865195155143738,1.2271493673324585,0.3767852783203125,1.3068169355392456,0.9568014144897461,1.4945110082626343,0.3978383243083954,1.5775730609893799,0.7983976006507874,1.6040761470794678,0.5547636151313782,1.603585124015808,0.8074909448623657,2.0991556644439697,0.5731989145278931,2.0831477642059326,0.8243025541305542,2.5929994583129883,0.6028667688369751,2.579580068588257,0.6575315296649933,0.9234006702899933,0.6765806078910828,1.603830635547638
12,0.6164247393608093,0.6410776972770691,0.8517553210258484,0.9190725088119507,0.4630239009857178,0.9275281429290771,0.9860323667526245,1.2273712158203125,0.3768862187862396,1.3058453798294067,0.9588025808334351,1.496066927909851,0.3969072699546814,1.5773813724517822,0.7966753244400024,1.603461742401123,0.5527490973472595,1.6033235788345337,0.806923508644104,2.102220296859741,0.5728732943534851,2.0899605751037598,0.8217673301696777,2.5968639850616455,0.5981012582778931,2.585115671157837,0.6573896110057831,0.9233003258705139,0.674712210893631,1.6033926606178284
13,0.6167289018630981,0.641253650188446,0.8515100479125977,0.9190683960914612,0.46275463700294495,0.9274318218231201,0.9858167767524719,1.2277567386627197,0.3760613203048706,1.3053953647613525,0.9574499130249023,1.496866226196289,0.39332735538482666,1.5770156383514404,0.7965642213821411,1.6036689281463623,0.5527058839797974,1.6028472185134888,0.8065797090530396,2.1012494564056396,0.568755567073822,2.089277982711792,0.8203935623168945,2.594007968902588,0.5979926586151123,2.5815694332122803,0.6571323424577713,0.9232501089572906,0.6746350526809692,1.6032580733299255
14,0.6167912483215332,0.6414121985435486,0.8507364392280579,0.9181662797927856,0.46266403794288635,0.9271318912506104,0.9816719889640808,1.2282010316848755,0.3756711781024933,1.3053916692733765,0.9564248323440552,1.4975606203079224,0.38622409105300903,1.582155466079712,0.7947437763214111,1.6032946109771729,0.5506606698036194,1.6023808717727661,0.7984098196029663,2.1068005561828613,0.5683419108390808,2.101374864578247,0.8081440925598145,2.6001832485198975,0.5896009206771851,2.593308925628662,0.6567002385854721,0.922649085521698,0.6727022230625153,1.6028377413749695
