frame,landmark0_x,landmark0_y,landmark11_x,landmark11_y,landmark12_x,landmark12_y,landmark13_x,landmark13_y,landmark14_x,landmark14_y,landmark15_x,landmark15_y,landmark16_x,landmark16_y,landmark23_x,landmark23_y,landmark24_x,landmark24_y,landmark25_x,landmark25_y,landmark26_x,landmark26_y,landmark27_x,landmark27_y,landmark28_x,landmark28_y,neck_x,neck_y,hip_x,hip_y
1,0.6166521906852722,0.6880045533180237,0.7743827700614929,0.9043455719947815,0.40804585814476013,0.9231431484222412,0.8618011474609375,0.9843524098396301,0.31774482131004333,1.1375937461853027,0.9578322172164917,1.0701981782913208,0.3110494315624237,1.4519133567810059,0.7056269645690918,1.524982213973999,0.46275457739830017,1.5116143226623535,0.6911966800689697,1.986212968826294,0.4912389814853668,1.969239354133606,0.7165474891662598,2.4392290115356445,0.49630069732666016,2.4327139854431152,0.5912143141031265,0.9137443602085114,0.584190770983696,1.5182982683181763
2,0.6165754795074463,0.6928273439407349,0.7800388932228088,0.9103286266326904,0.40359625220298767,0.9262703061103821,0.8729070425033569,1.1272239685058594,0.3141731023788452,1.2498736381530762,0.9624850153923035,1.085498571395874,0.31084004044532776,1.4937630891799927,0.711603581905365,1.5296591520309448,0.4607832431793213,1.515876054763794,0.6947816014289856,2.0401623249053955,0.48194485902786255,2.030954599380493,0.7100389003753662,2.4988768100738525,0.4798355996608734,2.475324869155884,0.5918175727128983,0.9182994663715363,0.5861934125423431,1.5227676033973694
3,0.6166604161262512,0.6960130333900452,0.7803314924240112,0.9118993282318115,0.3993600904941559,0.931387186050415,0.8803005218505859,1.135193109512329,0.31170380115509033,1.280306339263916,0.963802695274353,1.1117420196533203,0.3088676929473877,1.537853479385376,0.7140710949897766,1.539048671722412,0.4603191316127777,1.5276223421096802,0.6985715627670288,2.0665154457092285,0.48224955797195435,2.063443183898926,0.7095519304275513,2.5243759155273438,0.4808400571346283,2.4996631145477295,0.5898457914590836,0.9216432571411133,0.5871951133012772,1.5333355069160461
4,0.6169660687446594,0.6978591084480286,0.780253529548645,0.9122045040130615,0.39847275614738464,0.9326605200767517,0.8629210591316223,1.0699487924575806,0.31071794033050537,1.2695084810256958,0.9668605923652649,1.1024526357650757,0.3058955669403076,1.5255682468414307,0.7146261930465698,1.542626142501831,0.4603695273399353,1.5322010517120361,0.699321985244751,2.0693976879119873,0.48235663771629333,2.0662646293640137,0.7078065276145935,2.525150775909424,0.481476366519928,2.5029537677764893,0.5893631428480148,0.9224325120449066,0.5874978601932526,1.5374135971069336
5,0.6180005669593811,0.6981648206710815,0.7801932096481323,0.9126806259155273,0.39644378423690796,0.9341834783554077,0.8690270185470581,1.1069077253341675,0.3107838034629822,1.2686489820480347,0.957064151763916,1.1350082159042358,0.3059268593788147,1.5195366144180298,0.7170335650444031,1.545149326324463,0.46124911308288574,1.5358655452728271,0.7015085220336914,2.067044258117676,0.4829285144805908,2.064034938812256,0.7079018950462341,2.5202548503875732,0.4826759696006775,2.5017330646514893,0.5883184969425201,0.9234320521354675,0.5891413390636444,1.540507435798645
6,0.6180618405342102,0.6982940435409546,0.7801422476768494,0.9126301407814026,0.39656856656074524,0.9341155290603638,0.8724085092544556,1.1029765605926514,0.3128061592578888,1.2547926902770996,0.9573220014572144,1.1330171823501587,0.30977171659469604,1.486181616783142,0.7169395089149475,1.544630765914917,0.4636076092720032,1.5349308252334595,0.7016999125480652,2.063041925430298,0.486023485660553,2.0559897422790527,0.7080222964286804,2.5150644779205322,0.48877349495887756,2.5001373291015625,0.5883554071187973,0.9233728349208832,0.5902735590934753,1.5397807955741882
7,0.6187061071395874,0.6987900137901306,0.7801600694656372,0.9126570820808411,0.39669057726860046,0.9335812330245972,0.8643196821212769,1.0375590324401855,0.31338611245155334,1.245990514755249,0.9719487428665161,1.0812995433807373,0.3181312680244446,1.4244616031646729,0.7168096303939819,1.5444506406784058,0.46495503187179565,1.5343334674835205,0.7016094923019409,2.0577728748321533,0.48830217123031616,2.0482592582702637,0.7079904079437256,2.512650728225708,0.4908583164215088,2.4925074577331543,0.5884253233671188,0.9231191575527191,0.5908823311328888,1.5393920540809631
8,0.6200004816055298,0.6996545195579529,0.7801246643066406,0.9126186370849609,0.396870493888855,0.9329569935798645,0.860262393951416,1.0139116048812866,0.31631386280059814,1.2411010265350342,0.9804161190986633,1.0741634368896484,0.3243050277233124,1.4023419618606567,0.7169613838195801,1.5433903932571411,0.4671440124511719,1.5340203046798706,0.7038136720657349,2.0494282245635986,0.49464550614356995,2.0407063961029053,0.7111817598342896,2.5066659450531006,0.4994420111179352,2.4806337356567383,0.5884975790977478,0.9227878153324127,0.592052698135376,1.5387053489685059
9,0.619966983795166,0.7019841074943542,0.7801195383071899,0.9125965237617493,0.3968130648136139,0.932934582233429,0.8572500348091125,1.0049452781677246,0.3185010254383087,1.2418791055679321,0.9831525683403015,1.0667587518692017,0.3316188454627991,1.3894325494766235,0.716869056224823,1.5409642457962036,0.46838831901550293,1.5339361429214478,0.7007373571395874,1.9858983755111694,0.495745986700058,2.016796350479126,0.7119715809822083,2.4646668434143066,0.5055980086326599,2.444554328918457,0.5884663015604019,0.9227655529975891,0.592628687620163,1.5374501943588257
10,0.6200478672981262,0.7053372263908386,0.78010094165802,0.9126745462417603,0.39639386534690857,0.9330844283103943,0.8574966192245483,1.0031371116638184,0.31941649317741394,1.2420332431793213,0.9950138926506042,1.0497380495071411,0.3364771902561188,1.3421887159347534,0.7153932452201843,1.5321173667907715,0.46835723519325256,1.5328518152236938,0.6967710256576538,1.8849632740020752,0.4956889748573303,1.96701180934906,0.7191014885902405,2.3826005458831787,0.5193458795547485,2.382004499435425,0.5882474035024643,0.9228794872760773,0.5918752402067184,1.5324845910072327
11,0.6200737357139587,0.7070524096488953,0.7800754308700562,0.9126572012901306,0.39643919467926025,0.9331045150756836,0.8571942448616028,1.0010592937469482,0.32052209973335266,1.2406995296478271,0.9975292086601257,1.0378148555755615,0.3443550765514374,1.308571696281433,0.7140389680862427,1.5282624959945679,0.4689420163631439,1.5324715375900269,0.690977931022644,1.8243063688278198,0.4938705861568451,1.9269553422927856,0.7219743132591248,2.319279670715332,0.5339266061782837,2.315595865249634,0.5882573127746582,0.9228808581829071,0.5914904922246933,1.5303670167922974
12,0.6200805902481079,0.7081384062767029,0.7797815799713135,0.9128558039665222,0.3964841365814209,0.9331321120262146,0.8554712533950806,0.9987612366676331,0.3210175335407257,1.2336792945861816,0.9932911992073059,1.0401955842971802,0.35154613852500916,1.254987120628357,0.7134495973587036,1.526658296585083,0.47153013944625854,1.5343667268753052,0.6904482841491699,1.7548682689666748,0.49168887734413147,1.8914000988006592,0.7252883911132812,2.2478229999542236,0.5525901913642883,2.251415729522705,0.5881328582763672,0.9229939579963684,0.5924898684024811,1.530512511730194
13,0.6197980046272278,0.7083584666252136,0.779664158821106,0.9128544926643372,0.3965243697166443,0.9335175156593323,0.8555734753608704,0.9971829056739807,0.3249439597129822,1.2247365713119507,0.992841362953186,1.0298755168914795,0.3645017445087433,1.2101008892059326,0.7118614315986633,1.5236430168151855,0.47525152564048767,1.5355826616287231,0.6917703747749329,1.6323790550231934,0.48811036348342896,1.8039162158966064,0.7310327887535095,2.1037838459014893,0.5883435010910034,2.107879161834717,0.5880942642688751,0.9231860041618347,0.5935564786195755,1.5296128392219543
14,0.6192892789840698,0.7083422541618347,0.7796395421028137,0.9132629036903381,0.39644983410835266,0.9340397119522095,0.8553138971328735,0.9970644116401672,0.3269990086555481,1.2230769395828247,0.9938832521438599,1.0296987295150757,0.36405593156814575,1.2292720079421997,0.7117486000061035,1.5234867334365845,0.4777674674987793,1.5381109714508057,0.6919758319854736,1.6540549993515015,0.4860991835594177,1.8026188611984253,0.7347510457038879,2.11440372467041,0.5951738357543945,2.107318162918091,0.5880446881055832,0.9236513078212738,0.5947580337524414,1.530798852443695
15,0.6187120676040649,0.7085623145103455,0.7795993089675903,0.9132645130157471,0.3973664343357086,0.9339240193367004,0.8553517460823059,0.997163712978363,0.3283807337284088,1.1324727535247803,0.9974774122238159,1.0242962837219238,0.3673606216907501,1.1508504152297974,0.7106543779373169,1.5212593078613281,0.4839800298213959,1.5379804372787476,0.6927220225334167,1.5334258079528809,0.4863496720790863,1.6737267971038818,0.7365444898605347,1.933494210243225,0.6211377382278442,1.9119700193405151,0.5884828716516495,0.9235942661762238,0.5973172038793564,1.5296198725700378
16,0.6134556531906128,0.6924418807029724,0.7781665325164795,0.9097277522087097,0.39777833223342896,0.9288553595542908,0.8351981043815613,0.9947786331176758,0.32831883430480957,1.150701642036438,0.9744316339492798,1.0245269536972046,0.3762035369873047,1.150452733039856,0.7101109623908997,1.5212023258209229,0.48221883177757263,1.5329123735427856,0.6921017169952393,1.7829185724258423,0.4885684847831726,1.7856825590133667,0.7363061308860779,2.269049644470215,0.5917929410934448,2.2398970127105713,0.5879724323749542,0.9192915558815002,0.5961648970842361,1.5270573496818542
17,0.6068952679634094,0.6821680068969727,0.77677321434021,0.9083928465843201,0.39794641733169556,0.9229450225830078,0.8517754673957825,1.0903608798980713,0.32803234457969666,1.1609963178634644,0.9597902297973633,1.0212708711624146,0.4163924753665924,1.0829473733901978,0.7061713933944702,1.5193712711334229,0.4820954203605652,1.5278805494308472,0.6878098249435425,1.682089924812317,0.4656602442264557,1.7528629302978516,0.7350526452064514,2.1129720211029053,0.5848036408424377,2.0633740425109863,0.5873598158359528,0.9156689345836639,0.5941334068775177,1.523625910282135
18,0.600691020488739,0.6649951338768005,0.777107834815979,0.9083436727523804,0.39783188700675964,0.9208691716194153,0.8681920170783997,1.1475557088851929,0.32257792353630066,1.171121597290039,0.9592876434326172,1.0183662176132202,0.41535407304763794,1.0897486209869385,0.7058252096176147,1.5195465087890625,0.4816970229148865,1.528164267539978,0.7031978368759155,1.621380090713501,0.4642452597618103,1.7390316724777222,0.7394112348556519,2.0760114192962646,0.5889242887496948,2.0461130142211914,0.5874698609113693,0.9146064221858978,0.5937611162662506,1.5238553881645203
